phase_detector: pfd
fo(VCO_freq_in_Hz): 1.200000e+10
VCO_clock_dutycycle: 0.4000
tauff(sec): 1.0000e-11
tauh(sec): 1.0000e-11
taucp_min(sec): 1.0000e-12
pfd_deadzone(UI): 0.0000
fin(input_freq_in_Hz): 1.000000e+08
feedback_divider: 120
feedback_divider_delay(sec): 0.0000e+00
feedback_divider_clock_duty_cycle: 0.1000
jitter_amp(UIpp): 0.00 UI
Jitter_freqs(Hz): 0.0000e+00
phase0(degrees): 0.00
TSTART(sec): 0.000000e+00
TSTART_jt(sec): 2.000000e-06
TSTOP(sec): 2.000000e-06
deltat(sec): 1.000000e-13
lock_detect_tau(sec): 1.000000e-07
lock_detect_delta_vc_limit(%): 1.000000e-01
lock_detect_rphase_pp_limit(UIpp): 1.500000e-01
lock_detect_rphase_pp_loss_lock_limit(UIpp): 3.000000e-01
number_of_print_points: 5001
phase_freq_step_time(sec): 1.000000e+00
phase_step(sec): 0.0000e+00
freq_step(ppm): 0.0000e+00
ssc_start_time(sec): 1.000000e+00
max_pos_ssc(ppm): 0.00
max_neg_ssc(ppm): 0.00
freq_ssc(Hz): 0.0000e+00
phase_detector_logic_hi(V): 600.000
phase_detector_logic_low(V): -600.000
signal_source_vs1(V): 0.000
signal_source_vs2(V): 0.000
vc_model: poly
vc_polynomial_coeff.(Hz/V): -3.698400e-02,8.702100e-02
vco_bandwidth(Hz): 4.0000e+07
power_supply_max(V): 0.8500
power_supply_min(V): 0.0000
random_noise_sigma(UI_on_fin): 0.0000
RS1(ohms): 1.0000e+12
RS2(ohms): 1.0000e+12
R1(ohms): 1.0000e+06
RZERO(ohms): 1.2000e+04
R3(ohms): 1.0000e+00
C1(farads): 2.4070e-11
C2(farads): 3.6000e-13
initvc(V): 0.2000
Output_base_filename "sample_octave_output_file_v1p76"
Time(s),vpd(V),vs1(V),vs2(V),vc1(V),vc(V),phasein(UI),phaseo(UI),phaseo_delayed(UI),rphase(UI),vc2(V),VIN,CLK,VCO_CLK,CLKIN,freq (ppm from fin),VOUT
1.036000000140e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.197819639175e-01,4.233563113663e-01,0.000000000000e+00,-7.340664513578e-04,-7.340664513578e-04,-7.340664513578e-04,4.233566092290e-01,0,0,0,0,5.452079468991e+01,0
1.036400000140e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.197866883895e-01,4.230404536471e-01,0.000000000000e+00,-7.322882382681e-04,-7.322882382681e-04,-7.322882382539e-04,4.230407247946e-01,0,0,0,0,3.426378039460e+01,0
1.036800000139e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.197909891244e-01,4.227529250716e-01,0.000000000000e+00,-7.313327177911e-04,-7.313327177911e-04,-7.313327177769e-04,4.227531719000e-01,0,0,0,0,1.343686937078e+01,0
1.037200000139e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.197949041269e-01,4.224911848109e-01,0.000000000000e+00,-7.312169323228e-04,-7.312169323228e-04,-7.312169323228e-04,4.224914095014e-01,0,0,1,0,-7.680549904417e+00,0
1.037600000139e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.197984679931e-01,4.222529199220e-01,0.000000000000e+00,-7.319477062708e-04,-7.319477062708e-04,-7.319477062566e-04,4.222531244601e-01,0,0,1,0,-2.885598003984e+01,0
1.038000000139e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198017122165e-01,4.220360249087e-01,0.000000000000e+00,-7.335233991199e-04,-7.335233991199e-04,-7.335233991199e-04,4.220362111019e-01,0,0,0,0,-4.989752092903e+01,0
1.038400000138e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198046654655e-01,4.218385831160e-01,0.000000000000e+00,-7.359354096081e-04,-7.359354096081e-04,-7.359354095939e-04,4.218387526096e-01,0,0,0,0,-7.064834015982e+01,0
1.038800000138e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198073538375e-01,4.216588497927e-01,0.000000000000e+00,-7.391694849304e-04,-7.391694849304e-04,-7.391694849304e-04,4.216590040845e-01,0,0,0,0,-9.098181998171e+01,0
1.039200000138e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198098010893e-01,4.214952366738e-01,0.000000000000e+00,-7.432068379387e-04,-7.432068379387e-04,-7.432068379387e-04,4.214953771272e-01,0,0,1,0,-1.107973028850e+02,0
1.039600000138e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198120288469e-01,4.213462979448e-01,0.000000000000e+00,-7.480251131113e-04,-7.480251131113e-04,-7.480251131113e-04,4.213464258011e-01,0,0,1,0,-1.300163664729e+02,0
1.040000000137e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198140567965e-01,4.212107174661e-01,0.000000000000e+00,-7.535992068028e-04,-7.535992068028e-04,-7.535992067886e-04,4.212108338549e-01,0,0,0,1,-1.485795660306e+02,0
1.040400000137e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198320910159e-01,4.326616041520e-01,0.000000000000e+00,-7.579624794687e-04,-7.579624794687e-04,-7.579624794545e-04,4.326626732786e-01,0,1,0,1,-6.906527657032e+01,0
1.040800000137e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198490487249e-01,4.315278877806e-01,0.000000000000e+00,-7.593603851461e-04,-7.593603851461e-04,-7.593603851319e-04,4.315288610176e-01,0,1,0,1,-3.563285736551e+00,0
1.041200000137e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198644855029e-01,4.304958539489e-01,0.000000000000e+00,-7.584515008716e-04,-7.584515008716e-04,-7.584515008716e-04,4.304967398967e-01,0,0,1,1,4.667425812867e+01,0
1.041600000136e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198785377615e-01,4.295563827929e-01,0.000000000000e+00,-7.558000509249e-04,-7.558000509249e-04,-7.558000509107e-04,4.295571892805e-01,0,0,1,1,8.391446539855e+01,0
1.042000000136e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.198913296777e-01,4.287011724056e-01,0.000000000000e+00,-7.518854745427e-04,-7.518854745427e-04,-7.518854745427e-04,4.287019065596e-01,0,0,0,1,1.101352183146e+02,0
1.042400000136e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199029742910e-01,4.279226654742e-01,0.000000000000e+00,-7.471133054793e-04,-7.471133054793e-04,-7.471133054651e-04,4.279233337823e-01,0,0,0,1,1.270593266895e+02,0
1.042800000136e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199135745026e-01,4.272139824984e-01,0.000000000000e+00,-7.418247530637e-04,-7.418247530637e-04,-7.418247530637e-04,4.272145908662e-01,0,0,0,1,1.361848344986e+02,0
1.043200000135e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199232239845e-01,4.265688609971e-01,0.000000000000e+00,-7.363051475409e-04,-7.363051475409e-04,-7.363051475267e-04,4.265694148006e-01,0,0,1,1,1.388118977326e+02,0
1.043600000135e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199320080071e-01,4.259816001686e-01,0.000000000000e+00,-7.307913650294e-04,-7.307913650294e-04,-7.307913650152e-04,4.259821043017e-01,0,0,1,1,1.360666089884e+02,0
1.044000000135e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199400041931e-01,4.254470105137e-01,0.000000000000e+00,-7.254783654815e-04,-7.254783654815e-04,-7.254783654673e-04,4.254474694313e-01,0,0,0,1,1.289221041081e+02,0
1.044400000135e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199472832033e-01,4.249603679771e-01,0.000000000000e+00,-7.205249253985e-04,-7.205249253985e-04,-7.205249253985e-04,4.249607857346e-01,0,0,0,1,1.182172502178e+02,0
1.044800000134e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199539093609e-01,4.245173722021e-01,0.000000000000e+00,-7.160586735750e-04,-7.160586735750e-04,-7.160586735608e-04,4.245177524912e-01,0,0,0,1,1.046731823543e+02,0
1.045200000134e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199599412199e-01,4.241141085293e-01,0.000000000000e+00,-7.121804999031e-04,-7.121804999031e-04,-7.121804999031e-04,4.241144547103e-01,0,0,1,0,8.890792709870e+01,0
1.045600000134e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199654320827e-01,4.237470134030e-01,0.000000000000e+00,-7.089684167738e-04,-7.089684167738e-04,-7.089684167596e-04,4.237473285353e-01,0,0,1,0,7.144932590360e+01,0
1.046000000134e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199704304711e-01,4.234128428818e-01,0.000000000000e+00,-7.064809334452e-04,-7.064809334452e-04,-7.064809334452e-04,4.234131297500e-01,0,0,0,0,5.274644778520e+01,0
1.046400000133e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199749805549e-01,4.231086439718e-01,0.000000000000e+00,-7.047600021792e-04,-7.047600021792e-04,-7.047600021650e-04,4.231089051108e-01,0,0,0,0,3.317966050079e+01,0
1.046800000133e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199791225422e-01,4.228317285318e-01,0.000000000000e+00,-7.038335836569e-04,-7.038335836569e-04,-7.038335836427e-04,4.228319662494e-01,0,0,0,0,1.306951093285e+01,0
1.047200000133e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199828930352e-01,4.225796495190e-01,0.000000000000e+00,-7.037178824021e-04,-7.037178824021e-04,-7.037178823879e-04,4.225798659158e-01,0,0,1,0,-7.315451021082e+00,0
1.047600000133e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199863253530e-01,4.223501793647e-01,0.000000000000e+00,-7.044192832097e-04,-7.044192832097e-04,-7.044192831955e-04,4.223503763530e-01,0,0,1,0,-2.775178542452e+01,0
1.048000000133e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199894498263e-01,4.221412902901e-01,0.000000000000e+00,-7.059360330004e-04,-7.059360330004e-04,-7.059360329862e-04,4.221414696106e-01,0,0,0,0,-4.805510562853e+01,0
1.048400000132e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199922940657e-01,4.219511363867e-01,0.000000000000e+00,-7.082596941927e-04,-7.082596941927e-04,-7.082596941927e-04,4.219512996241e-01,0,0,0,0,-6.807475713472e+01,0
1.048800000132e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199948832052e-01,4.217780373051e-01,0.000000000000e+00,-7.113764001332e-04,-7.113764001332e-04,-7.113764001190e-04,4.217781859018e-01,0,0,0,0,-8.768914763334e+01,0
1.049200000132e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199972401245e-01,4.216204634055e-01,0.000000000000e+00,-7.152679308859e-04,-7.152679308859e-04,-7.152679308859e-04,4.216205986746e-01,0,0,1,0,-1.068016531757e+02,0
1.049600000132e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.199993856514e-01,4.214770222409e-01,0.000000000000e+00,-7.199126406050e-04,-7.199126406050e-04,-7.199126405908e-04,4.214771453777e-01,0,0,1,0,-1.253370337664e+02,0
1.050000000131e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200013387457e-01,4.213464462522e-01,0.000000000000e+00,-7.252862504856e-04,-7.252862504856e-04,-7.252862504714e-04,4.213465583450e-01,0,0,0,1,-1.432382990780e+02,0
1.050400000131e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200186715871e-01,4.323446245910e-01,0.000000000000e+00,-7.294981875248e-04,-7.294981875248e-04,-7.294981874963e-04,4.323456517542e-01,0,1,0,1,-6.689655349111e+01,0
1.050800000131e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200349637034e-01,4.312554067216e-01,0.000000000000e+00,-7.308646116115e-04,-7.308646116115e-04,-7.308646115973e-04,4.312563417589e-01,0,1,0,1,-4.049294113406e+00,0
1.051200000131e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200497945855e-01,4.302638803401e-01,0.000000000000e+00,-7.300179771619e-04,-7.300179771619e-04,-7.300179771477e-04,4.302647315143e-01,0,0,1,1,4.414066170630e+01,0
1.051600000130e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200632952907e-01,4.293612835383e-01,0.000000000000e+00,-7.275000545377e-04,-7.275000545377e-04,-7.275000545235e-04,4.293620583711e-01,0,0,1,1,7.985067369409e+01,0
1.052000000130e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200755851221e-01,4.285396402599e-01,0.000000000000e+00,-7.237711900245e-04,-7.237711900245e-04,-7.237711900103e-04,4.285403455983e-01,0,0,0,1,1.049802989728e+02,0
1.052400000130e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200867726824e-01,4.277916898178e-01,0.000000000000e+00,-7.192207510229e-04,-7.192207510229e-04,-7.192207510229e-04,4.277923318947e-01,0,0,0,1,1.211841001407e+02,0
1.052800000130e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.200969568339e-01,4.271108227326e-01,0.000000000000e+00,-7.141763305043e-04,-7.141763305043e-04,-7.141763304901e-04,4.271114072219e-01,0,0,0,1,1.299007559873e+02,0
1.053200000129e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201062275718e-01,4.264910223264e-01,0.000000000000e+00,-7.089118531241e-04,-7.089118531241e-04,-7.089118531241e-04,4.264915543931e-01,0,0,1,1,1.323788786514e+02,0
1.053600000129e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201146668199e-01,4.259268115548e-01,0.000000000000e+00,-7.036547151813e-04,-7.036547151813e-04,-7.036547151813e-04,4.259272959007e-01,0,0,1,1,1.296998979127e+02,0
1.054000000129e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201223491541e-01,4.254132046070e-01,0.000000000000e+00,-6.985920564802e-04,-6.985920564802e-04,-6.985920564659e-04,4.254136455121e-01,0,0,0,1,1.227983347009e+02,0
1.054400000129e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201293424617e-01,4.249456628473e-01,0.000000000000e+00,-6.938762716828e-04,-6.938762716828e-04,-6.938762716828e-04,4.249460642078e-01,0,0,0,1,1.124797513876e+02,0
1.054800000128e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201357085413e-01,4.245200547087e-01,0.000000000000e+00,-6.896298420713e-04,-6.896298420713e-04,-6.896298420571e-04,4.245204200714e-01,0,0,0,1,9.943663551470e+01,0
1.055200000128e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201415036485e-01,4.241326191825e-01,0.000000000000e+00,-6.859495754838e-04,-6.859495754838e-04,-6.859495754838e-04,4.241329517759e-01,0,0,1,0,8.426244597963e+01,0
1.055600000128e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201467789938e-01,4.237799325831e-01,0.000000000000e+00,-6.829103092940e-04,-6.829103092940e-04,-6.829103092798e-04,4.237802353463e-01,0,0,1,0,6.746402598273e+01,0
1.056000000128e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201515811942e-01,4.234588782940e-01,0.000000000000e+00,-6.805681573496e-04,-6.805681573496e-04,-6.805681573496e-04,4.234591539026e-01,0,0,0,0,4.947256493603e+01,0
1.056400000127e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201559526861e-01,4.231666192269e-01,0.000000000000e+00,-6.789633325042e-04,-6.789633325042e-04,-6.789633325042e-04,4.231668701162e-01,0,0,0,0,3.065327177911e+01,0
1.056800000127e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201599320994e-01,4.229005727503e-01,0.000000000000e+00,-6.781226166765e-04,-6.781226166765e-04,-6.781226166623e-04,4.229008011375e-01,0,0,0,0,1.131390448772e+01,0
1.057200000127e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201635545995e-01,4.226583878682e-01,0.000000000000e+00,-6.780615026400e-04,-6.780615026400e-04,-6.780615026258e-04,4.226585957714e-01,0,0,1,0,-8.287715222648e+00,0
1.057600000127e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201668521978e-01,4.224379244442e-01,0.000000000000e+00,-6.787860572786e-04,-6.787860572786e-04,-6.787860572786e-04,4.224381137007e-01,0,0,1,0,-2.793708708684e+01,0
1.058000000126e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201698540346e-01,4.222372342901e-01,0.000000000000e+00,-6.802945357407e-04,-6.802945357407e-04,-6.802945357265e-04,4.222374065722e-01,0,0,0,0,-4.745721505743e+01,0
1.058400000126e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201725866367e-01,4.220545439495e-01,0.000000000000e+00,-6.825787764768e-04,-6.825787764768e-04,-6.825787764768e-04,4.220547007798e-01,0,0,0,0,-6.670349657476e+01,0
1.058800000126e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201750741515e-01,4.218882390269e-01,0.000000000000e+00,-6.856254067742e-04,-6.856254067742e-04,-6.856254067600e-04,4.218883817911e-01,0,0,0,0,-8.555923730503e+01,0
1.059200000126e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201773385609e-01,4.217368499210e-01,0.000000000000e+00,-6.894168763267e-04,-6.894168763267e-04,-6.894168763267e-04,4.217369798808e-01,0,0,1,0,-1.039317192639e+02,0
1.059600000125e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201793998751e-01,4.215990388386e-01,0.000000000000e+00,-6.939323509840e-04,-6.939323509840e-04,-6.939323509840e-04,4.215991571423e-01,0,0,1,0,-1.217487582461e+02,0
1.060000000125e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201812763096e-01,4.214735879725e-01,0.000000000000e+00,-6.991484627434e-04,-6.991484627434e-04,-6.991484627434e-04,4.214736956656e-01,0,0,0,1,-1.389556935990e+02,0
1.060400000125e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.201979056563e-01,4.320191994632e-01,0.000000000000e+00,-7.032509112292e-04,-7.032509112292e-04,-7.032509112150e-04,4.320201845715e-01,0,1,0,1,-6.575895001934e+01,0
1.060800000125e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202135307272e-01,4.309745772178e-01,0.000000000000e+00,-7.046265175603e-04,-7.046265175603e-04,-7.046265175461e-04,4.309754739721e-01,0,1,0,1,-5.537678140877e+00,0
1.061200000124e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202277543909e-01,4.300236466976e-01,0.000000000000e+00,-7.038816850695e-04,-7.038816850695e-04,-7.038816850553e-04,4.300244630225e-01,0,0,1,1,4.063145540702e+01,0
1.061600000124e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202407023389e-01,4.291580047316e-01,0.000000000000e+00,-7.015358108475e-04,-7.015358108475e-04,-7.015358108475e-04,4.291587478406e-01,0,0,1,1,7.483617975380e+01,0
1.062000000124e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202524889896e-01,4.283700018254e-01,0.000000000000e+00,-6.980302201924e-04,-6.980302201924e-04,-6.980302201782e-04,4.283706782853e-01,0,0,0,1,9.889784167487e+01,0
1.062400000124e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202632184993e-01,4.276526745647e-01,0.000000000000e+00,-6.937381784553e-04,-6.937381784553e-04,-6.937381784553e-04,4.276532903532e-01,0,0,0,1,1.144028659932e+02,0
1.062800000124e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202729856826e-01,4.269996840808e-01,0.000000000000e+00,-6.889737250901e-04,-6.889737250901e-04,-6.889737250759e-04,4.270002446394e-01,0,0,0,1,1.227306704238e+02,0
1.063200000123e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202818768500e-01,4.264052600354e-01,0.000000000000e+00,-6.839994411649e-04,-6.839994411649e-04,-6.839994411649e-04,4.264057703178e-01,0,0,1,1,1.250784220876e+02,0
1.063600000123e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202899705711e-01,4.258641496294e-01,0.000000000000e+00,-6.790332966631e-04,-6.790332966631e-04,-6.790332966489e-04,4.258646141448e-01,0,0,1,1,1.224829815836e+02,0
1.064000000123e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.202973383685e-01,4.253715711853e-01,0.000000000000e+00,-6.742546647160e-04,-6.742546647160e-04,-6.742546647018e-04,4.253719940385e-01,0,0,0,1,1.158403434899e+02,0
1.064400000123e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203040453499e-01,4.249231718917e-01,0.000000000000e+00,-6.698096040196e-04,-6.698096040196e-04,-6.698096040054e-04,4.249235568194e-01,0,0,0,1,1.059228490426e+02,0
1.064800000122e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203101507838e-01,4.245149893395e-01,0.000000000000e+00,-6.658154950969e-04,-6.658154950969e-04,-6.658154950969e-04,4.245153397432e-01,0,0,0,1,9.339441712137e+01,0
1.065200000122e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203157086225e-01,4.241434165062e-01,0.000000000000e+00,-6.623651042332e-04,-6.623651042332e-04,-6.623651042190e-04,4.241437354823e-01,0,0,1,0,7.882401315755e+01,0
1.065600000122e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203207679798e-01,4.238051698815e-01,0.000000000000e+00,-6.595301357066e-04,-6.595301357066e-04,-6.595301357066e-04,4.238054602488e-01,0,0,1,0,6.269755188125e+01,0
1.066000000122e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203253735642e-01,4.234972604520e-01,0.000000000000e+00,-6.573643400571e-04,-6.573643400571e-04,-6.573643400429e-04,4.234975247764e-01,0,0,0,0,4.542840863155e+01,0
1.066400000121e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203295660743e-01,4.232169672875e-01,0.000000000000e+00,-6.559062277489e-04,-6.559062277489e-04,-6.559062277489e-04,4.232172079047e-01,0,0,0,0,2.736669499960e+01,0
1.066800000121e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203333825587e-01,4.229618134968e-01,0.000000000000e+00,-6.551814331885e-04,-6.551814331885e-04,-6.551814331743e-04,4.229620325332e-01,0,0,0,0,8.807437653351e+00,0
1.067200000121e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203368567430e-01,4.227295443402e-01,0.000000000000e+00,-6.552047668293e-04,-6.552047668293e-04,-6.552047668151e-04,4.227297437313e-01,0,0,1,0,-1.000221595723e+01,0
1.067600000121e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203400193278e-01,4.225181073046e-01,0.000000000000e+00,-6.559820037495e-04,-6.559820037495e-04,-6.559820037353e-04,4.225182888124e-01,0,0,1,0,-2.885665481276e+01,0
1.068000000120e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203428982604e-01,4.223256339658e-01,0.000000000000e+00,-6.575114319674e-04,-6.575114319674e-04,-6.575114319531e-04,4.223257991942e-01,0,0,0,0,-4.758622635089e+01,0
1.068400000120e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203455189815e-01,4.221504234779e-01,0.000000000000e+00,-6.597851907770e-04,-6.597851907770e-04,-6.597851907628e-04,4.221505738871e-01,0,0,0,0,-6.605233596096e+01,0
1.068800000120e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203479046499e-01,4.219909275431e-01,0.000000000000e+00,-6.627904216003e-04,-6.627904216003e-04,-6.627904216003e-04,4.219910644622e-01,0,0,0,0,-8.414314624682e+01,0
1.069200000120e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203500763475e-01,4.218457367299e-01,0.000000000000e+00,-6.665102661430e-04,-6.665102661430e-04,-6.665102661287e-04,4.218458613687e-01,0,0,1,0,-1.017698069345e+02,0
1.069600000119e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203520532651e-01,4.217135680179e-01,0.000000000000e+00,-6.709247140151e-04,-6.709247140151e-04,-6.709247140151e-04,4.217136814779e-01,0,0,1,0,-1.188631539715e+02,0
1.070000000119e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203538528725e-01,4.215932534603e-01,0.000000000000e+00,-6.760113344342e-04,-6.760113344342e-04,-6.760113344200e-04,4.215933567442e-01,0,0,0,1,-1.353708232051e+02,0
1.070400000119e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203699895445e-01,4.318387359591e-01,0.000000000000e+00,-6.800070855064e-04,-6.800070855064e-04,-6.800070854922e-04,4.318396916884e-01,0,1,0,1,-6.404483888146e+01,0
1.070800000119e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203851486275e-01,4.308252675517e-01,0.000000000000e+00,-6.813461863686e-04,-6.813461863686e-04,-6.813461863544e-04,4.308261375621e-01,0,1,0,1,-5.355850149859e+00,0
1.071200000118e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.203989480975e-01,4.299026966951e-01,0.000000000000e+00,-6.806180516890e-04,-6.806180516890e-04,-6.806180516747e-04,4.299034886746e-01,0,0,1,1,3.967485708584e+01,0
1.071600000118e-06,0.000000000000e+00,0.000000000000e+00,0.000000000000e+00,4.204115098975e-01,4.290628708264e-01,0.000000000000e+00,-6.783275467654e-04,-6.783275467654e-04,-6.783275467512e-04,4.290635917737e-01,0,0,1,1,7.307516168239e+01,0
